"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명"
"3200000","CDFI2260032018000002","20180525","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 신림동 1432-55","서울특별시 관악구 신림로65길 16-18 (신림동)","08760","어반스테이","20210524164518","U","2020-12-04 22:06:00.0","","193608.44765448","442632.12005209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3210000","CDFI2260031994000001","19940916","","01","영업/정상","13","영업중","","","","","02-6710-1804","","137902","서울특별시 서초구 잠원동 6-1번지 ","'서울특별시 서초구 강남대로107길 6 (잠원동 더리버사이드호텔)'","137902","더리버사이드호텔","20190712145551","U","2019-07-14 02:40:00.0","","201530.475526772    ","446268.294338007    ","관광숙박업","","일반상업지역","16","","","","호텔","13","3","109","30096","THE RIVERSIDE HOTEL","TOURIST HOTEL","","","","","","","","30216.57","","","","","","","","","","","","","30217","관광호텔업"
"3210000","CDFI2260032009000001","20090427","","01","영업/정상","13","영업중","","","","","02-544-1004","","","서울특별시 서초구 잠원동 18-5번지 호텔티롤 ","'서울특별시 서초구 나루터로 64 호텔티롤 (잠원동)'","06527","호텔티롤","20190724103913","U","2019-07-26 02:40:00.0","","201428.517596116    ","445869.951055925    ","관광숙박업","","일반상업지역","13","기타","","","호텔","9","4","83","7519","HOTEL TIROL","TOURIST HOTEL","","","","","","","","7518.78","","","","","","","","","200000000","","","","7519","관광호텔업"
"3200000","CDFI2260032017000004","20170907","","01","영업/정상","13","영업중","","","","","02-865-3690","","","서울특별시 관악구 신림동 1474-11","서울특별시 관악구 남부순환로 1458 (신림동 CS프리미어호텔)","08771","(주)CS프리미어호텔서울","20211014161456","U","2020-10-30 23:06:00.0","","192221.284006412","442115.233810003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3160000","CDFI2260032010000001","20101201","","01","영업/정상","13","영업중","","","","","02-6905-9500","","152880","서울특별시 구로구 구로동 1128-1","서울특별시 구로구 디지털로32길 72 (구로동)","08393","포포인츠 바이 쉐라톤 서울 구로(Four Points by Sheraton Seoul Guro)","20210616154142","U","2020-12-05 23:08:00.0","","190990.955753109","442338.842381042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3200000","CDFI2260032018000003","20181030","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 신림동 1432-14","서울특별시 관악구 신림동1길 6-5 (신림동)","08760","그랑블루","20211019151845","U","2020-10-30 22:01:00.0","","193549.841183338","442753.65108589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3200000","CDFI2260032017000002","20170829","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 신림동 1463-65","서울특별시 관악구 관천로 64 (신림동 스팅)","08759","스팅","20210820160834","U","2020-12-07 22:02:00.0","","193345.76981132","442537.259064514","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3210000","CDFI2260031990000001","19901230","","01","영업/정상","13","영업중","","","","","571-8100","","137915","서울특별시 서초구 양재동 202","서울특별시 서초구 바우뫼로12길 70 (양재동)","06769","더케이호텔앤리조트(주) 더케이호텔서울","20210927102122","U","2020-12-08 22:09:00.0","","202833.261653939","440511.561175378","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3200000","CDFI2260032016000001","20160829","","01","영업/정상","13","영업중","","","","","02-862-6664","","","서울특별시 관악구 신림동 1569-5","서울특별시 관악구 난곡로64길 5 (신림동)","08772","어반(Urban)호텔","20210930132832","U","2020-10-31 00:02:00.0","","192409.819263986","442132.089971458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3200000","CDFI2260032016000002","20160913","","01","영업/정상","13","영업중","","","","","02-889-8000","","","서울특별시 관악구 신림동 1433-122","서울특별시 관악구 신림동7길 52 (신림동 발리모텔)","08759","(주)관광호텔뜨랑블루","20211019150836","U","2020-10-30 22:01:00.0","","193457.995986558","442484.950403885","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3200000","CDFI2260032017000001","20170413","","01","영업/정상","13","영업중","","","","","02-6746-8000","","","서울특별시 관악구 신림동 1432-79","서울특별시 관악구 신림로 349 (신림동)","08760","WD호텔","20211019150942","U","2020-10-30 22:01:00.0","","193672.292011766","442595.201521853","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3210000","CDFI2260032011000001","20111114","","01","영업/정상","13","영업중","","","","","02-585-0561","","137876","서울특별시 서초구 서초동 1589-4번지 ","서울특별시 서초구 반포대로12길 29 (서초동)","06653","유원관광호텔","20190712150005","U","2019-07-14 02:40:00.0","","201066.818606401    ","442553.417053589    ","관광숙박업","","일반상업지역","12","기타","","","호텔","10","2","","","YUWONMATE TOURIST HOTEL","TOURIST HOTEL","","","","","","","","4983.12","","","","","","","","","17006000000","","","","4983","관광호텔업"
"3210000","CDFI2260032014000001","20140412","","01","영업/정상","13","영업중","","","","","","","137876","서울특별시 서초구 서초동 1594-4번지 ","서울특별시 서초구 반포대로14길 51 (서초동)","06651","호텔 소설(小雪)","20190712150019","U","2019-07-14 02:40:00.0","","201151.028822729    ","442683.649804365    ","관광숙박업","","상업지역","14","유흥업소밀집지역","","","호텔","12","2","","","HOTEL Soh Sul","TOURIST HOTEL","","","","","","","","3660","","","","","","","","","6900000000","","","","3660","관광호텔업"
"3210000","CDFI2260032015000001","20150902","","01","영업/정상","13","영업중","","","","","0269368100","","137863","서울특별시 서초구 서초동 1361-9","서울특별시 서초구 강남대로 259 (서초동)","137863","호텔 페이토","20210217161803","U","2020-12-01 23:09:00.0","","202811.357664681","442727.748435057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3210000","CDFI2260032017000001","20170403","","01","영업/정상","13","영업중","","","","","0222199000","","","서울특별시 서초구 서초동 1339-1번지 ","서울특별시 서초구 효령로 427 (서초동)","06628","신라스테이 서초","20190712150153","U","2019-07-14 02:40:00.0","","202594.604971816    ","443029.088344854    ","관광숙박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","관광호텔업"
"3210000","CDFI2260032018000002","20180306","","01","영업/정상","13","영업중","","","","","02-3474-1214","","","서울특별시 서초구 서초동 1670-15번지 ","'서울특별시 서초구 서초대로56길 18 업플로 호스텔 (서초동)'","06633","업플로 호스텔","20190424172529","U","2019-04-26 02:40:00.0","","201434.03210615     ","443506.579876212    ","관광숙박업","","일반상업지역","3","기타","","","숙박시설","","","21","735","UPFLO HOSTEL","HOSTEL","","","","","","","","735.11","","","","","","","","","1712132000","","","","735","호스텔업"
"3210000","CDFI2260032007000001","20070104","","01","영업/정상","13","영업중","","","","","02-597-1140","","137881","서울특별시 서초구 서초동 1677-8번지 ","서울특별시 서초구 서초대로 338 (서초동)","","프로비스타 가족호텔","20190910170446","U","2019-09-12 02:40:00.0","","201577.653343873    ","443623.599964173    ","관광숙박업","관광사업","일반상업지역","18","유흥업소밀집지역","","","호텔","15","3","160","10997","PROVISTA FAMILY HOTEL","FAMILY HOTEL","","","","","","","","10996.82","","","","","","","","","1850000000","","","","10997","가족호텔업"
"3160000","CDFI2260032018000002","20180824","","01","영업/정상","13","영업중","","","","","02  853 9116","","","서울특별시 구로구 구로동 1131-2","서울특별시 구로구 시흥대로 533 (구로동)","08392","컬리넌호텔 구로","20210517105523","U","2020-12-04 23:09:00.0","","191043.644024006","442112.644374091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032005000002","20050309","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 205-9번지 ","'서울특별시 강남구 봉은사로 139 (논현동 베스트웨스턴 강남호텔)'","06122","베스트웨스턴 프리미어 강남호텔","20150821163753","I","2018-08-31 23:59:59.0","","202564.648054725    ","444905.529446636    ","관광숙박업","관광사업","일반상업지역","","기타","","","호텔","15","5","","","","","","","","","","","","6956.5","","","","","","","","","","","","","6957",""
"3220000","CDFI2260032005000001","20050404","","01","영업/정상","13","영업중","","","","","2016-4530","","","서울특별시 강남구 대치동 995-14번지 ","'서울특별시 강남구 테헤란로 606 (대치동 호텔아이파크(주))'","06174","파크하얏트서울","20200410155910","U","2020-04-12 02:40:00.0","","205601.904041677    ","445151.509504571    ","관광숙박업","관광사업","일반상업지역","28","학교정화(상대)","","","호텔","24","4","","","PARK HYATT SEOUL","","","","","","","","","22998.17","","","","","","","","","","","","","22998","관광호텔업"
"3220000","CDFI2260032003000005","20031013","","01","영업/정상","13","영업중","","","","","3454-1101","","135840","서울특별시 강남구 대치동 893-1번지 ","서울특별시 강남구 삼성로 431 (대치동)","","이비스 스타일 앰배서더 강남","20200103160120","U","2020-01-05 02:40:00.0","","204976.284445723    ","444767.617235233    ","관광숙박업","관광사업","일반주거지역","20","기타","","","호텔","14","6","","","","","","","","","","","","17842.04","","","","","","","","","","","","","17842","관광호텔업"
"3220000","CDFI2260032019000002","20190624","","01","영업/정상","13","영업중","","","","","02-3488-4124","","","서울특별시 강남구 청담동 91-2번지 4층 ","'서울특별시 강남구 도산대로 419 4층층 (청담동)'","06016","호텔리베라 아노블리","20190624084329","I","2019-06-26 02:21:21.0","","203610.123149101    ","446848.654294053    ","관광숙박업","","상업지역","16","학교정화(상대)","","","","","","","","","","","","","","","","","3621","","","","","","","","","","","","","3621","가족호텔업"
"3220000","CDFI2260032019000001","20190424","","01","영업/정상","13","영업중","","","","","02-311-9000","","","서울특별시 강남구 삼성동 91-28번지 ","'서울특별시 강남구 영동대로 618 호텔인나인 (삼성동)'","06081","호텔 인 나인","20190424090207","I","2019-04-26 02:20:49.0","","205230.860541362    ","445942.050995741    ","관광숙박업","","일반상업지역","","기타","","","숙박시설","19","4","","","","","","","","","","","","","","","","","","","","","","","","","","관광호텔업"
"3220000","CDFI2260032014000001","20141002","","01","영업/정상","13","영업중","","","","","02-2054-9185","","135915","서울특별시 강남구 역삼동 675-3번지 ","서울특별시 강남구 언주로 517 (역삼동)","06139","호텔 신라스테이 역삼(Hotel Shilla Stay Yeoksam)","20141002235436","I","2018-08-31 23:59:59.0","","203578.799034139    ","444715.394917107    ","관광숙박업","","일반주거지역","20","주택가주변","","","숙박시설","15","5","","","","","","","","","","","","24392.04","","","","","","","","","2000000000","","","","24392","관광호텔업"
"3220000","CDFI2260032019000003","20190910","","01","영업/정상","13","영업중","","","","","02-2193-1234","","","서울특별시 강남구 신사동 603","서울특별시 강남구 논현로 854 안다즈서울강남 (신사동)","06022","안다즈 서울 강남","20210414184430","U","2020-12-03 23:06:00.0","","202482.216634599","447020.420866992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3210000","CDFI2260032018000001","20180105","","03","폐업","03","폐업","20210402","","","","02-2141-9900","","","서울특별시 서초구 서초동 1595-4","서울특별시 서초구 반포대로18길 62 (서초동)","06651","호텔 라리아","20210402135442","U","2020-12-04 00:04:00.0","","201144.337579839","442788.083376457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032013000002","20130726","","01","영업/정상","13","영업중","","","","","02-562-3520~1","","135920","서울특별시 강남구 역삼동 720-23번지 ","서울특별시 강남구 언주로87길 11 (역삼동)","06221","호텔 컬리넌 역삼","20200408193402","U","2020-04-10 02:40:00.0","","203651.669007478    ","444353.684205677    ","관광숙박업","","상업지역","11","기타","","","숙박시설","10","1","","","","","","","","","","","","","","","","","","","","","12664000000","","","","",""
"3220000","CDFI2260032018000004","20180530","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 708-35번지 ","서울특별시 강남구 선릉로85길 6 (역삼동)","06212","호텔 뉴브","20180530205308","I","2018-08-31 23:59:59.0","","204272.802698096    ","444535.336141507    ","관광숙박업","","상업지역","19","","","","","14","5","","","","","","","","","","","","11823.91","","","","","","","","","","","","","11824",""
"3230000","CDFI2260032017000003","20171229","","01","영업/정상","13","영업중","","","","","02-417-6660","","","서울특별시 송파구 잠실동 180-7번지 ","서울특별시 송파구 백제고분로7길 23-6 (잠실동)","05557","주식회사 호텔포레스타","20200214172203","U","2020-02-16 02:40:00.0","","207148.374688088    ","445418.562120928    ","관광숙박업","","","14","","","","","13","1","53","1996","","","","","","","","","","1996","","","","","","","","","","","","","1996","관광호텔업"
"3230000","CDFI2260032003000001","20030422","","03","폐업","03","폐업","20080701","","","","421-2131","","138827","서울특별시 송파구 방이동 44-5번지 ","서울특별시 송파구 위례성대로 10  (방이동)","","올림피아나 관광호텔","20080702184730","I","2018-08-31 23:59:59.0","","209966.124550614    ","446059.613892034    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3230000","CDFI2260032009000001","20090903","","03","폐업","03","폐업","20091231","","","","02-421-2131","","138827","서울특별시 송파구 방이동 44-5번지 ","서울특별시 송파구 위례성대로 10  (방이동)","","올림피아나관광호텔","20100112104517","I","2018-08-31 23:59:59.0","","209966.124550614    ","446059.613892034    ","관광숙박업","","일반상업지역","10","","","","","7","3","","","","","","","","","","","","6641.46","","","","","","","","","","","","","6641",""
"3230000","CDFI2260032019000002","20191210","","01","영업/정상","13","영업중","","","","","02-409-5919","","","서울특별시 송파구 가락동 73-1번지 관광호텔 ","'서울특별시 송파구 송이로 104 관광호텔 (가락동)'","05713","부티크 호텔 XYM","20200214100745","U","2020-02-16 02:40:00.0","","210664.369854452    ","443861.184407649    ","관광숙박업","","일반주거지역","9","주택가주변","","","호텔","7","2","29","","","","","","","","","","","971","","","","","","","","","","","","","971","소형호텔업"
"3020000","CDFI2260032017000005","20170929","","01","영업/정상","13","영업중","","","","","02-2223-7000","","","서울특별시 용산구 한강로3가 40-969번지","서울특별시 용산구 청파로20길 95 (한강로3가 서울드래곤시티)","04372","(주)서부티엔디 노보텔 스위트 앰배서더 서울 용산","20200610131312","U","2019-12-05 23:02:00.0","","196610.663839509","447742.348636253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032007000002","20071211","","01","영업/정상","13","영업중","","","","","02-546-0088","","","서울특별시 강남구 신사동 527-2","서울특별시 강남구 도산대로1길 83 (신사동 까사미아호텔)","06027","라까사호텔","20200902175519","U","2019-12-09 00:04:00.0","","201658.416590861","446639.566102925","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3230000","CDFI2260032020000001","20200102","","01","영업/정상","13","영업중","","","","","02-412-2601","","","서울특별시 송파구 방이동 36-16번지 호텔 더 캐슬 ","'서울특별시 송파구 올림픽로32길 7 호텔 더 캐슬 (방이동)'","05543","호텔 더 캐슬(방이1)","20200214172841","U","2020-02-16 02:40:00.0","","209573.227434185    ","445919.352243106    ","관광숙박업","","일반상업지역","18","유흥업소밀집지역","","","숙박시설","16","2","63","","","","","","","","","","","2806.76","","","","","","","","","","","","","2807","관광호텔업"
"3230000","CDFI2260032019000001","20190725","","01","영업/정상","13","영업중","","","","","02-423-4300","","","서울특별시 송파구 잠실동 180-10번지 ","서울특별시 송파구 올림픽로12길 4-17 (잠실동)","05557","호텔 더 캐슬(신천)","20200214172745","U","2020-02-16 02:40:00.0","","207163.343016332    ","445433.784924234    ","관광숙박업","","상업지역","18","유흥업소밀집지역","","","호텔","16","2","68","","","","","","","","","","","2983.46","","","","","","","","","","","","","2983","관광호텔업"
"3230000","CDFI2260031986000001","19861001","","01","영업/정상","13","영업중","","","","","02-419-7000","","138220","서울특별시 송파구 잠실동 40-1번지 ","서울특별시 송파구 올림픽로 240 (잠실동)","05554","호텔롯데 롯데호텔월드","20200227095922","U","2020-02-29 02:40:00.0","","208589.363343145    ","445455.90405262     ","관광숙박업","관광사업","준주거지역","36","기타","","","숙박시설","33","3","482","103700","","","","","","","","","","103700.75","","","","","","","","","","","","","103701","관광호텔업"
"3230000","CDFI2260032018000001","20180813","","01","영업/정상","13","영업중","","","","","02-419-9990","","","서울특별시 송파구 잠실동 180-3번지 ","서울특별시 송파구 백제고분로7길 23-5 (잠실동)","05557","포레스타","20200214172228","U","2020-02-16 02:40:00.0","","207125.820825269    ","445419.558960012    ","관광숙박업","","일반상업지역","14","유흥업소밀집지역","","","숙박시설","13","1","53","","","","","","","","","","","1993.73","","","","","","","","","","","","","1994","관광호텔업"
"3230000","CDFI2260032013000002","20130827","","01","영업/정상","13","영업중","","","","","02-2143-3000","","138842","서울특별시 송파구 석촌동 1-7번지 ","서울특별시 송파구 삼학사로 98 (석촌동)","05612","로사나부띠끄 관광호텔","20180710113600","I","2018-08-31 23:59:59.0","","208554.799609279    ","444868.79542744     ","관광숙박업","","상업지역","18","","","","","14","4","81","5242","","","","","","","","","","5242.13","","","","","","","","","","","","","5242","관광호텔업"
"3230000","CDFI2260032012000001","20121211","","01","영업/정상","13","영업중","","","","","02-417-2700","","","서울특별시 송파구 잠실동 180번지 ","'서울특별시 송파구 올림픽로10길 5 (잠실동 파로스관광호텔)'","05557","(주)파로스 관광호텔","20200214155159","U","2020-02-16 02:40:00.0","","207106.032236098    ","445432.48407791     ","관광숙박업","","상업지역","19","아파트지역","","","숙박시설","14","5","52","4486","","","","","","","","","","4485.52","","","","","","","","","17992000000","","","","4486","관광호텔업"
"3230000","CDFI2260032004000002","20040101","","01","영업/정상","13","영업중","","","","","02-401-4653","","","서울특별시 송파구 가락동 98-6번지 ","'서울특별시 송파구 송파대로28길 11 (가락동 캘리포니아관광호텔)'","05719","캘리포니아호텔","20200214155049","U","2020-02-16 02:40:00.0","","210463.282485743    ","443549.893536475    ","관광숙박업","관광사업","","15","","","","","12","3","131","10601","California Tourist Hotel","Tourist Hotel","","","","","","","","10601.32","","","","","","","","","","","","","10601","관광호텔업"
"3230000","CDFI2260032004000001","20040101","","01","영업/정상","13","영업중","","","","","02-422-1001","","","서울특별시 송파구 석촌동 158번지 ","'서울특별시 송파구 석촌호수로 216 (석촌동 호텔 레이크)'","05610","레이크호텔","20200214155010","U","2020-02-16 02:40:00.0","","208851.639893799    ","444965.4232772      ","관광숙박업","관광사업","","14","","","","","10","4","94","","HOTEL LAKE","","","","","","","","","9977.44","","","","","","","","","","","","","9977","관광호텔업"
"3230000","CDFI2260031997000001","19971001","","01","영업/정상","13","영업중","","","","","02-400-6641","","","서울특별시 송파구 가락동 98-5번지 ","'서울특별시 송파구 송파대로28길 5 (가락동 가락관광호텔)'","05719","가락관광호텔","20200214154935","U","2020-02-16 02:40:00.0","","210429.157119053    ","443526.648866499    ","관광숙박업","관광사업","","11","","","","","8","3","71","4838","","","","","","","","","","4838.25","","","","","","","","","","","","","4838","관광호텔업"
"3230000","CDFI2260031995000001","19951001","","01","영업/정상","13","영업중","","","","","02-421-2761","","","서울특별시 송파구 잠실동 250-9번지 ","'서울특별시 송파구 삼전로 67 (잠실동 잠실관광호텔)'","05567","잠실관광호텔","20200214154855","U","2020-02-16 02:40:00.0","","207714.534207806    ","444749.931404748    ","관광숙박업","관광사업","준주거지역","9","","","","숙박시설","7","2","53","","JAM SIL TOURIST HOTEL","TOURIST HOTEL","","","","","","","","3814.44","","","","","","","","","","","","","3814","관광호텔업"
"3230000","CDFI2260032002000001","20020816","","03","폐업","03","폐업","20070921","","","","","","138842","서울특별시 송파구 석촌동 24번지 ","","","HOTEL BELUGA","20071001163353","I","2018-08-31 23:59:59.0","","208684.121024333    ","444900.075661195    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3230000","CDFI2260032017000002","20170523","","01","영업/정상","13","영업중","","","","","02-6925-2900","","","서울특별시 송파구 문정동 618번지 ","'서울특별시 송파구 송파대로 111 (문정동 파크하비오)'","05837","호텔 파크하비오","20180710113205","I","2018-08-31 23:59:59.0","","210868.397496689    ","442053.227933005    ","관광숙박업","","","24","","","","","19","5","472","22234","","","","","","","","","","22234","","","","","","","","","36000000000","","","","22234","관광호텔업"
"3230000","CDFI2260032017000001","20170328","","01","영업/정상","13","영업중","","","","","02-3213-1000","","","서울특별시 송파구 신천동 29번지 ","서울특별시 송파구 올림픽로 300 (신천동)","05551","시그니엘 서울(SIGNIEL SEOUL)","20200227095904","U","2020-02-29 02:40:00.0","","209074.900840074    ","445657.80932984     ","관광숙박업","","","26","","","","","26","","235","67097","","","","","","","","","","67097","","","","","","","","","511748520000","","","","67097","관광호텔업"
"3230000","CDFI2260032016000005","20161223","","01","영업/정상","13","영업중","","","","","02-417-9351","","","서울특별시 송파구 석촌동 296-8번지 ","'서울특별시 송파구 송파대로 385 (석촌동 성룡빌딩)'","05697","CORNER HOTEL","20200214172019","U","2020-02-16 02:40:00.0","","209635.621974575    ","444386.042979275    ","관광숙박업","","","6","","","","","5","1","39","2166","","","","","","","","","","2166","","","","","","","","","25000000000","","","","2166","관광호텔업"
"3230000","CDFI2260032016000003","20161223","","01","영업/정상","13","영업중","","","","","02-420-2400","","","서울특별시 송파구 방이동 49-2번지 ","'서울특별시 송파구 오금로11길 55-16 (방이동 HOTEL2.4)'","05545","HOTEL 2.4","20200214164135","U","2020-02-16 02:40:00.0","","209996              ","445952.865          ","관광숙박업","","","10","","","","","9","1","51","","","","","","","","","","","3181","","","","","","","","","18500000000","","","","3181","관광호텔업"
"3230000","CDFI2260032016000001","20160719","","01","영업/정상","13","영업중","","","","","02-6949-1000","","","서울특별시 송파구 삼전동 47번지 2층 부분 ","'서울특별시 송파구 백제고분로22길 5 2층 (삼전동 한강빌딩)'","05582","24게스트하우스(서울 잠실점)","20200214163520","U","2020-02-16 02:40:00.0","","207835.820419818    ","444569.108630582    ","관광숙박업","","","1","","","","","2","","6","","","","","","","","","","","168.48","","","","","","","","","110000000","","","","168","호스텔업"
"3230000","CDFI2260032015000001","20151224","","01","영업/정상","13","영업중","","","","","02-425-1000","","","서울특별시 송파구 삼전동 180-3번지 ","'서울특별시 송파구 백제고분로 268 (삼전동 세경빌딩)'","05585","호텔인피니","20200214162906","U","2020-02-16 02:40:00.0","","208426.169119403    ","444447.682227261    ","관광숙박업","","일반주거지역","9","주택가주변","","","호텔","8","1","40","1463","","","","","","","","","","1463.34","","","","","","","","","","","","","1463","관광호텔업"
"3240000","CDFI2260032003000002","20030408","","03","폐업","03","폐업","20140429","","","","470-2500","","134814","서울특별시 강동구 길동 415-18번지 ","서울특별시 강동구 진황도로 93 (길동)","134814","아르고(Argo)호텔","20140429154132","I","2018-08-31 23:59:59.0","","212025.713738228    ","448227.378064025    ","관광숙박업","관광사업","일반상업지역","15","유흥업소밀집지역","","","호텔","14","1","","","","","","","","","","","","4825","","","","","","","","","","","","","4825",""
"3240000","CDFI2260032008000001","20081226","","03","폐업","03","폐업","20150413","","","","471-1838","","134841","서울특별시 강동구 성내동 199-7번지 ","서울특별시 강동구 성안로 121  (성내동)","","코리아관광호텔","20150413175740","I","2018-08-31 23:59:59.0","","211729.922597656    ","448004.907407488    ","관광숙박업","관광사업","근린상업지역","8","","","","숙박시설","8","1","","","","","","","","","","","","1884","","","","","","","","","","","","","1884",""
"3240000","CDFI2260032010000001","20101118","","03","폐업","03","폐업","20190819","","","","'470-28514'","","134813","서울특별시 강동구 길동 388-2번지 ","서울특별시 강동구 천중로42길 75 (길동)","","투비인관광호텔","20190819165528","U","2019-08-21 02:40:00.0","","212181.323549608    ","448385.909583776    ","관광숙박업","","일반상업지역","","유흥업소밀집지역","","","호텔","8","2","92","6060","Two Bin Tourist Hotel","Tourist Hotel","","","","","","","","6059.51","","","","","","","","","1320000000","","","","6060",""
"3080000","CDFI2260031998000001","19980713","","02","휴업","02","휴업","","20200705","20210704","","","","142070","서울특별시 강북구 수유동 산 76","서울특별시 강북구 4.19로 135 (수유동)","01018","기장아카데미하우스","20210621171758","U","2020-12-05 22:03:00.0","","200020.571943402","459790.386206253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3240000","CDFI2260032014000001","20140724","","01","영업/정상","13","영업중","","","","","485-8525","","134880","서울특별시 강동구 길동 387-1번지 ","서울특별시 강동구 천중로40길 63 (길동)","05353","하모니관광호텔","20200214101620","U","2020-02-16 02:40:00.0","","212136.45903212     ","448450.725351294    ","관광숙박업","","일반상업지역","","유흥업소밀집지역","","","","10","2","81","2984","","","","","","","","","","2983.87","","","","","","","","","","","","","2984","관광호텔업"
"3240000","CDFI2260032017000001","20171226","","01","영업/정상","13","영업중","","","","","474-7775","","","서울특별시 강동구 천호동 452-30번지 ","서울특별시 강동구 천호대로159길 22-36 (천호동)","05335","호텔 감(HOTEL GAM)","20200214101806","U","2020-02-16 02:40:00.0","","211302.314479117    ","448470.034451444    ","관광숙박업","","","","","","","","14","2","37","1582","","","","","","","","","","1582.4","","","","","","","","","","","","","1582","관광호텔업"
"3230000","CDFI2260032016000004","20161223","","03","폐업","03","폐업","20210630","","","","02-420-2211","","","서울특별시 송파구 방이동 38-10","서울특별시 송파구 오금로11길 29-5 (방이동)","05543","IM HOTEL","20210630195312","U","2020-12-07 00:02:00.0","","209681.364622247","445914.984531881","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032020000003","20200910","","01","영업/정상","13","영업중","","","","","02-6365-3456","","","서울특별시 중구 회현동1가 100-104","서울특별시 중구 퇴계로8길 93 (회현동1가)","04633","산마루호스텔","20200910125753","U","2019-12-08 23:02:00.0","","198229.100381804","450386.97375941","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3020000","CDFI2260032017000004","20170929","","01","영업/정상","13","영업중","","","","","02-2223-7000","","","서울특별시 용산구 한강로3가 40-969번지","서울특별시 용산구 청파로20길 95 (한강로3가 서울드래곤시티)","04372","(주)서부티엔디 노보텔 앰배서더 서울 용산","20200610131719","U","2019-12-05 23:02:00.0","","196610.663839509","447742.348636253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3180000","CDFI2260031975000001","19750318","","03","폐업","03","폐업","20200610","","","","02-782-0121","","","서울특별시 영등포구 여의도동 10-3번지","서울특별시 영등포구 은행로 62 (여의도동)","07241","여의도 관광호텔","20200610191318","U","2019-12-05 23:02:00.0","","193321.88651945","447552.076521358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032016000016","20161214","","01","영업/정상","13","영업중","","","","","2264-7888","","","서울특별시 중구 광희동2가 43-1 3~6층","서울특별시 중구 퇴계로 329 3~6층 (광희동2가)","04565","서울호스텔","20201223180126","U","2019-11-01 22:05:00.0","","200647.159357664","451357.621131056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFI2260032013000006","20130523","","01","영업/정상","13","영업중","","","","","","","110360","서울특별시 종로구 와룡동 140","서울특별시 종로구 돈화문로 85 (와룡동)","03131","호스텔코리아","20210125150427","U","2020-11-30 22:07:00.0","","199074.670635062","452648.894407231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
