"식품인증업소 관리 일련번호","업소번호","업소 명","자치구 코드","자치구 명","업종 코드","업종 명","업태 코드","업태 명","업주 명","식품인증구분","식품인증 구분명","인증일자","사용여부","지도표시여부","식품인증업소 등급","지도 Y좌표","지도 X좌표","전화번호","도로명상세주소","도로명주소코드","도로명주소","허가번호","최초작성일자","최종수정일자","업소인증메뉴","교부번호","인증여부"
"7267","00061","홍콩반점0410","3000000","종로구","101","일반음식점","10102","중국식","류성한","01","위생등급제","2015-12-10","N","Y","03","37.569083068138056","126.98494519975456","","47-1 지하1층 (관철동)","1111041001401135","서울특별시 종로구 삼일대로17길","3000000101201500061","2016-01-13 13:26:38.0","2016-01-13 13:26:38.0","","20150025122","Y"
"7266","00026","초승달","3020000","용산구","101","일반음식점","10104","일식","홍인기","01","위생등급제","2015-12-10","Y","Y","03","37.539559809488495","126.99127844874537","02-797-6443","12 1층 102호 (이태원동)","1117041064921130","서울특별시 용산구 회나무로26길","3020000101201500026","2016-01-13 13:25:20.0","2016-01-13 13:25:20.0","","20150033043","Y"
"7265","00114","신들래","3020000","용산구","101","일반음식점","10101","한식","이경자","01","위생등급제","2015-12-10","Y","Y","03","0","0","02-796-6010","11-40 (남영동 97-5 지상1층)","1117041064491105","서울특별시 용산구 한강대로76길","3020000101201200114","2016-01-13 13:24:07.0","2016-01-13 13:24:07.0","","20120033280","Y"
"7264","00151","챠이(Chai)797이태원점","3020000","용산구","101","일반음식점","10102","중국식","정희돈","01","위생등급제","2015-12-10","Y","Y","03","37.53846089379726","127.00203665826217","02-749-7972","270 (한남동 729-45 호성빌딩 지상2층)","1117031020091131","서울특별시 용산구 이태원로","3020000101201200151","2016-01-13 13:23:40.0","2016-01-13 13:23:40.0","","20120033354","Y"
"7263","00524","그리츠(GREETS)","3180000","영등포구","101","일반음식점","10106","뷔페식","양경홍","01","위생등급제","2015-12-10","Y","Y","01","37.5274108867949","126.91726505260479","02-6222-5000","16 (여의도동 글래드호텔여의도 1층)","1156021180021110","서울특별시 영등포구 의사당대로","3180000101201400524","2016-01-13 13:22:21.0","2016-01-13 13:22:21.0","","20140087277","Y"
"7262","00009","델라코트","3180000","영등포구","101","일반음식점","10101","한식","김동환","01","위생등급제","2015-12-10","Y","Y","01","37.522179695190765","126.91991790897596","","24 (여의도동 지하1층)","1156021180011110","서울특별시 영등포구 여의대로","3180000101201400009","2016-01-13 13:18:41.0","2016-01-13 13:18:41.0","","20140086031","Y"
"7261","00503","프리가(FRIGGA)전경련점","3180000","영등포구","101","일반음식점","10106","뷔페식","김동환","01","위생등급제","2015-12-10","Y","Y","01","37.522179695190765","126.91991790897596","02-6350-0763","24 (여의도동 전경련회관 타워동 지하1층 일부)","1156021180011110","서울특별시 영등포구 여의대로","3180000101201300503","2016-01-13 13:18:10.0","2016-01-13 13:18:10.0","","20130087409","Y"
"7260","12086","기소야서여의도점","3180000","영등포구","101","일반음식점","10104","일식","김영이","01","위생등급제","2015-12-10","Y","Y","01","37.52927204719719","126.92489273855401","02-783-7078","101 122동 (여의도동CCMM빌딩)","1156031180181110","서울특별시 영등포구 여의공원로","3180000101199912086","2016-01-13 13:15:48.0","2016-01-13 13:15:48.0","","19990086393","Y"
"7259","00272","상하이몽","3180000","영등포구","101","일반음식점","10102","중국식","임창율","01","위생등급제","2015-12-10","Y","Y","02","37.53644330498578","126.89967693035719","02-2633-0096","13 (양평동4가)","1156041546071128","서울특별시 영등포구 양평로14길","3180000101200800272","2016-01-13 13:15:15.0","2016-01-13 13:15:15.0","","20080086776","Y"
"7258","00446","선유도 해물칼국수","3180000","영등포구","101","일반음식점","10101","한식","권흥례","01","위생등급제","2015-12-10","Y","Y","02","37.53823306793799","126.893922124394","02-2636-5453","126 (양평동5가지상2층)","1156031180171129","서울특별시 영등포구 양평로","3180000101201000446","2016-01-13 13:14:37.0","2016-01-13 13:14:37.0","","20100087279","Y"
"7257","00468","국빈관","3180000","영등포구","101","일반음식점","10102","중국식","전순심","01","위생등급제","2015-12-10","Y","Y","03","37.53691797076804","126.89432678456414","02-2647-3606","29-1 (양평동4가)","1156041544531128","서울특별시 영등포구 선유로49길","3180000101200900468","2016-01-13 13:13:28.0","2016-01-13 13:13:28.0","","20090087338","Y"
"7256","00268","능이버섯백숙","3180000","영등포구","101","일반음식점","10101","한식","김상철","01","위생등급제","2015-12-10","Y","Y","02","0","0","02-2677-7373","32 (문래동4가(1층))","1156030050741122","서울특별시 영등포구 선유로","3180000101200800268","2016-01-13 13:12:42.0","2016-01-13 13:12:42.0","","20080086757","Y"
"7255","00440","다락방화로구이","3180000","영등포구","101","일반음식점","10101","한식","김영주","01","위생등급제","2015-12-10","Y","Y","02","37.51827633893196","126.90504038663084","02-2679-9255"," ","","영등포구 문래로 205","3180000101200400440","2016-01-13 13:12:09.0","2016-01-13 13:12:09.0","","20040087127","Y"
"7254","00284","제이케이(JK)아트컨벤션","3180000","영등포구","101","일반음식점","10106","뷔페식","현종각","01","위생등급제","2015-12-10","Y","Y","01","37.51779291098994","126.90007745050556","","164 (문래동3가 SK리더스뷰 412호)","1156031180081121","서울특별시 영등포구 문래로","3180000101201300284","2016-01-13 13:11:23.0","2016-01-13 13:11:23.0","","20130086843","Y"
"7253","08990","화평동왕냉면황제갈비","3180000","영등포구","101","일반음식점","10101","한식","이현석","01","위생등급제","2015-12-10","Y","Y","03","37.502998517774245","126.8960122114679","02-832-9293","251 (대림동)","1156031180271133","서울특별시 영등포구 대림로","3180000101199608990","2016-01-13 13:10:10.0","2016-01-13 13:10:10.0","","19960086258","Y"
"7252","00302","맹박골 갈비예찬","3180000","영등포구","101","일반음식점","10101","한식","장석광","01","위생등급제","2015-12-10","Y","Y","02","37.500542250595785","126.8979336309298","02-844-4440","220 (대림동지상23층)","1156031180271133","서울특별시 영등포구 대림로","3180000101201000302","2016-01-13 13:09:54.0","2016-01-13 13:09:54.0","","20100086892","Y"
"7251","00413","가시리 여의도점","3180000","영등포구","101","일반음식점","10101","한식","김광중","01","위생등급제","2015-12-10","Y","Y","02","37.529825168344146","126.92196878564752","02-784-0533","19 (여의도동2층1호)","1156041540921110","서울특별시 영등포구 국회대로74길","3180000101200500413","2016-01-13 13:08:29.0","2016-01-13 13:08:29.0","","20050086972","Y"
"7250","14093","여의도성모장례식장","3180000","영등포구","101","일반음식점","10101","한식","염수정","01","위생등급제","2015-12-10","Y","Y","01","0","0","02-761-8708","10 (여의도동성모병원장례예식장)","1156031180011110","서울특별시 영등포구 63로","3180000101200114093","2016-01-13 13:07:48.0","2016-01-13 13:07:48.0","","20010086561","Y"
"7249","00203","우리토종삼계탕","3140000","양천구","101","일반음식점","10101","한식","이영희","01","위생등급제","2015-12-10","Y","Y","03","37.524969377983155","126.84157205368275","02-2691-3367","60 (신월2동)","1147030050671103","서울특별시 양천구 월정로","3140000101200600203","2016-01-12 17:26:00.0","2016-01-12 17:26:00.0","","20060073482","Y"
"7248","00284","낙지고을","3140000","양천구","101","일반음식점","10101","한식","박형기","01","위생등급제","2015-12-10","Y","Y","03","37.52567345891992","126.87240933198973","02-2645-0007","313-7 12층 (목동)","1147031140141102","서울특별시 양천구 오목로","3140000101200700284","2016-01-12 17:24:32.0","2016-01-12 17:24:32.0","","20070073618","Y"
"7247","01609","놀부유황오리진흙구이목동역점","3140000","양천구","101","일반음식점","10101","한식","김준영","01","위생등급제","2015-12-10","Y","Y","01","37.52589297571926","126.86882051824926","02-2648-5282","281 (목동 지상 12층)","1147031140141102","서울특별시 양천구 오목로","3140000101199601609","2016-01-12 17:24:12.0","2016-01-12 17:24:12.0","","19960073314","Y"
"7246","00198","고래면옥","3140000","양천구","101","일반음식점","10199","기타(일반음식점)","송명의","01","위생등급제","2015-12-10","Y","Y","02","37.52521838308542","126.86824248614753","02-2049-9292","280 1층 (목동 목화빌딩)","1147031140141102","서울특별시 양천구 오목로","3140000101200400198","2016-01-12 17:23:33.0","2016-01-12 17:23:33.0","","20040073401","Y"
"7245","00353","옥천집","3140000","양천구","101","일반음식점","10101","한식","이윤자","01","위생등급제","2015-12-10","Y","Y","03","37.52552270052013","126.86329146717823","02-2695-4554","4 (신정동 1층)","1147041421121101","서울특별시 양천구 목동로21길","3140000101201100353","2016-01-12 17:15:23.0","2016-01-12 17:15:23.0","","20110074037","Y"
"7244","00713","미스터 김밥","3230000","송파구","101","일반음식점","10105","분식","우종복","01","위생등급제","2015-12-10","Y","Y","02","37.533430368236374","127.1196614525719","","66 지상1층 (풍납동)","1171031230241103","서울특별시 송파구 풍성로","3230000101200400713","2016-01-12 17:13:30.0","2016-01-12 17:13:30.0","","20040116408","Y"
"7243","00085","이경진우렁쌈밥정식","3230000","송파구","101","일반음식점","10101","한식","이승호","01","위생등급제","2015-12-10","Y","Y","02","37.50783431767114","127.13346419049597","02-402-8838","310 (오금동1층)","1171031230161112","서울특별시 송파구 중대로","3230000101200600085","2016-01-12 17:12:53.0","2016-01-12 17:12:53.0","","20060114201","Y"
"7242","11298","제주뚝배기","3230000","송파구","101","일반음식점","10101","한식","정혜선","01","위생등급제","2015-12-10","Y","Y","03","37.51125218890664","127.1257428385836","02-2203-5353","12 (방이동)","1171041694511111","서울특별시 송파구 위례성대로18길","3230000101199611298","2016-01-12 17:12:13.0","2016-01-12 17:12:13.0","","19960114104","Y"
"7241","00531","봄봄 산나물자연밥상 &amp; 참치의 味","3230000","송파구","101","일반음식점","10104","일식","라종균","01","위생등급제","2015-12-10","Y","Y","03","37.513674159236714","127.12224048621544","02-421-7710","92 (방이동1층)","1171021230021111","서울특별시 송파구 위례성대로","3230000101200500531","2016-01-12 17:10:32.0","2016-01-12 17:10:32.0","","20050115463","Y"
"7240","00022","코벤트 가든","3230000","송파구","101","일반음식점","10103","경양식","최윤희","01","위생등급제","2015-12-10","Y","Y","03","37.51221797167515","127.12583042085695","02-3431-5565","128 (방이동)","1171021230021111","서울특별시 송파구 위례성대로","3230000101200400022","2016-01-12 17:10:13.0","2016-01-12 17:10:13.0","","20040114056","Y"
"7239","00229","행복한집","3230000","송파구","101","일반음식점","10101","한식","이용희","01","위생등급제","2015-12-10","Y","Y","03","37.52787067188821","127.11839002208202","","509 지상1층 (풍납동)","1171031230231103","서울특별시 송파구 올림픽로","3230000101200600229","2016-01-12 16:24:34.0","2016-01-12 16:24:34.0","","20060114519","Y"
"7238","00602","대장금 롯데월드몰","3230000","송파구","101","일반음식점","10101","한식","박미영","01","위생등급제","2015-12-10","Y","Y","02","37.51375250260386","127.10444609981751","02-3213-4534","300 캐주얼동 5층 (신천동)","1171031230231102","서울특별시 송파구 올림픽로","3230000101201400602","2016-01-12 16:18:18.0","2016-01-12 16:18:18.0","","20140115589","Y"
"7237","00672","크리스탈제이드 롯데월드타워점","3230000","송파구","101","일반음식점","10101","한식","김정완","01","위생등급제","2015-12-10","Y","Y","01","37.51375250260386","127.10444609981751","02-3671-3671","300 (신천동 에비뉴엘동 지상6층)","1171031230231102","서울특별시 송파구 올림픽로","3230000101201400672","2016-01-12 16:16:50.0","2016-01-12 16:16:50.0","","20140115775","Y"
"7236","00047","예원","3230000","송파구","101","일반음식점","10102","중국식","한승진","01","위생등급제","2015-12-10","Y","Y","02","37.51442617882784","127.10061030204156","02-2143-0351","269 (신천동롯데캐슬골드 202203호)","1171031230231102","서울특별시 송파구 올림픽로","3230000101200600047","2016-01-12 16:16:09.0","2016-01-12 16:16:09.0","","20060114118","Y"
"7235","00156","세븐스프링스 잠실롯데월드점","3230000","송파구","101","일반음식점","10199","기타(일반음식점)","김준영","01","위생등급제","2015-12-10","Y","Y","01","37.51131078364221","127.09814039543262","","240 지하1층 (잠실동 롯데월드 어드벤쳐)","1171031230231101","서울특별시 송파구 올림픽로","3230000101201300156","2016-01-12 16:14:49.0","2016-01-12 16:14:49.0","","20130114525","Y"
"7234","00739","중화루","3230000","송파구","101","일반음식점","10102","중국식","최병권","01","위생등급제","2015-12-10","Y","Y","01","37.51131078364221","127.09814039543262","02-778-8861","240 지하1지상1층 (잠실동 롯데월드 매직아일랜드)","1171031230231101","서울특별시 송파구 올림픽로","3230000101201400739","2016-01-12 16:14:00.0","2016-01-12 16:14:00.0","","20140116041","Y"
"7233","15992","홀리차우","3230000","송파구","101","일반음식점","10101","한식","이기종","01","위생등급제","2015-12-10","Y","Y","01","37.51131078364221","127.09814039543262","02-411-2221","240 지상1층 S-204호 (잠실동 롯데월드 스포츠동)","1171031230231101","서울특별시 송파구 올림픽로","3230000101200015992","2016-01-12 16:13:18.0","2016-01-12 16:13:18.0","","20000116003","Y"
"7232","00409","스쿨스토어 롯데월드 매직아일랜드점","3230000","송파구","101","일반음식점","10199","기타(일반음식점)","이정란","01","위생등급제","2015-12-10","Y","Y","01","37.51131078364221","127.09814039543262","","240 지상12층 (잠실동 롯데월드매직아일랜드내)","1171031230231101","서울특별시 송파구 올림픽로","3230000101201300409","2016-01-12 16:12:42.0","2016-01-12 16:12:42.0","","20130115205","Y"
"7231","10029","상하이 꽁시면관","3230000","송파구","101","일반음식점","10101","한식","최병권","01","위생등급제","2015-12-10","Y","Y","01","37.51131078364221","127.09814039543262","  02        ","240 2층 (잠실동)","1171031230231101","서울특별시 송파구 올림픽로","3230000101199810029","2016-01-12 16:11:34.0","2016-01-12 16:11:34.0","","19980114093","Y"
"7230","00155","타누키","3230000","송파구","101","일반음식점","10199","기타(일반음식점)","신동희","01","위생등급제","2015-12-10","Y","Y","01","37.51131078364221","127.09814039543262","02-2143-1252","240 지하1층 (잠실동 롯데월드어드벤처)","1171031230231101","서울특별시 송파구 올림픽로","3230000101201300155","2016-01-12 16:08:27.0","2016-01-12 16:08:27.0","","20130114524","Y"
"7229","00143","펌그릴 토마틸로","3230000","송파구","101","일반음식점","10199","기타(일반음식점)","유성호","01","위생등급제","2015-12-10","Y","Y","01","37.51131078364221","127.09814039543262","","240 지상1층 (잠실동 롯데월드어드벤처)","1171031230231101","서울특별시 송파구 올림픽로","3230000101201300143","2016-01-12 16:07:45.0","2016-01-12 16:07:45.0","","20130114495","Y"
"7228","00360","포베이","3230000","송파구","101","일반음식점","10199","기타(일반음식점)","박은정","01","위생등급제","2015-12-10","Y","Y","01","37.51131078364221","127.09814039543262","02-2057-0797","240 지하1층 (잠실동 롯데월드 어드벤처 F&amp;B거리)","1171031230231101","서울특별시 송파구 올림픽로","3230000101201400360","2016-01-12 16:07:15.0","2016-01-12 16:07:15.0","","20140114967","Y"
"7227","00388","스시한판 롯데월드점","3230000","송파구","101","일반음식점","10104","일식","정재욱","01","위생등급제","2015-12-10","Y","Y","01","37.51131078364221","127.09814039543262","","240 지하1층 (잠실동 롯데월드 어드벤처 F&amp;B거리)","1171031230231101","서울특별시 송파구 올림픽로","3230000101201400388","2016-01-12 16:06:41.0","2016-01-12 16:06:41.0","","20140115024","Y"
"7226","15852","방이비빔밥샤브칼국수","3230000","송파구","101","일반음식점","10101","한식","최익경","01","위생등급제","2015-12-10","Y","Y","02","37.509283314324136","127.12335078873053","02-423-3450","42 (방이동)","1171041693901111","서울특별시 송파구 오금로31길","3230000101200015852","2016-01-12 16:04:54.0","2016-01-12 16:04:54.0","","20000115785","Y"
"7225","00020","송파소호정","3230000","송파구","101","일반음식점","10101","한식","한금원","01","위생등급제","2015-12-10","Y","Y","02","37.51323022774806","127.10811012077916","0002421 4448","3 (방이동지상1층2층)","1171041693751111","서울특별시 송파구 오금로13길","3230000101200700020","2016-01-12 16:04:49.0","2016-01-12 16:04:49.0","","20070114064","Y"
"7224","11139","신선설농탕","3230000","송파구","101","일반음식점","10101","한식","오청","01","위생등급제","2015-12-10","Y","Y","01","0","0","02-424-7567","11길 7","","송파로 오금로","3230000101199611139","2016-01-12 16:04:11.0","2016-01-12 16:04:11.0","","19960114988","Y"
"7223","11066","가야촌오리주물럭","3230000","송파구","101","일반음식점","10101","한식","임숙자","01","위생등급제","2015-12-10","Y","Y","03","37.49307282737303","127.148097492102","02-413-5292","533 (거여동)","1171031230141113","서울특별시 송파구 오금로","3230000101199611066","2016-01-12 16:01:41.0","2016-01-12 16:01:41.0","","19960115317","Y"
"7222","00656","한아람","3230000","송파구","101","일반음식점","10101","한식","최정웅","01","위생등급제","2015-12-10","Y","Y","03","37.51176913102353","127.10970508872344","02-415-7277","129 지상1층 (방이동)","1171031230141111","서울특별시 송파구 오금로","3230000101200400656","2016-01-12 15:56:10.0","2016-01-12 15:56:10.0","","20040116278","Y"
"7221","00337","어독도참치","3230000","송파구","101","일반음식점","10104","일식","강일복","01","위생등급제","2015-12-10","Y","Y","03","37.49488500287311","127.12009296353345","02-449-3737","27 101동 101102호 (가락동 성원상떼빌)","1171041693331107","서울특별시 송파구 송파대로28길","3230000101200600337","2016-01-12 15:54:32.0","2016-01-12 15:54:32.0","","20060114787","Y"
"7220","00284","사랑채","3230000","송파구","101","일반음식점","10101","한식","오민숙","01","위생등급제","2015-12-10","Y","Y","01","37.50617963746331","127.10125520755591","02-422-5111","9 (석촌동)","1171041692441105","서울특별시 송파구 석촌호수로18길","3230000101200400284","2016-01-12 15:53:05.0","2016-01-12 15:53:05.0","","20040114623","Y"
"7218","00401","공가네 한우국밥전문점","3230000","송파구","101","일반음식점","10101","한식","공상철","01","위생등급제","2015-12-10","Y","Y","02","37.505789542720066","127.08889077307282","","79 지상1층 101호 (잠실동 동명하이텔)","1171031230071101","서울특별시 송파구 삼전로","3230000101201300401","2016-01-12 15:40:02.0","2016-01-12 15:40:02.0","","20130115189","Y"
"7219","14853","등촌칼국수","3230000","송파구","101","일반음식점","10199","기타(일반음식점)","김정","01","위생등급제","2015-12-10","Y","Y","03","37.48055906374076","127.1269124385197","02-407-6222","23 (문정동)","1171041692421108","서울특별시 송파구 새말로8길","3230000101200014853","2016-01-12 15:39:59.0","2016-01-12 15:39:59.0","","20000114299","Y"
"7217","17948","그램그램 올림픽공원 방이점","3230000","송파구","101","일반음식점","10101","한식","김효식","01","위생등급제","2015-12-10","Y","Y","01","37.51397596675252","127.11601536869374","02-424-9279","12 지상1층 (방이동)","1171041692021111","서울특별시 송파구 백제고분로50길","3230000101200217948","2016-01-12 15:39:27.0","2016-01-12 15:39:27.0","","20020115715","Y"
"7216","00233","현차이나","3230000","송파구","101","일반음식점","10102","중국식","현종규","01","위생등급제","2015-12-10","Y","Y","01","37.511465880050814","127.114052472661","","8 지상2층 (방이동)","1171041692001111","서울특별시 송파구 백제고분로48길","3230000101201300233","2016-01-12 15:38:19.0","2016-01-12 15:38:19.0","","20130114775","Y"
"7215","00725","돌마리비빔국수","3230000","송파구","101","일반음식점","10101","한식","김영호","01","위생등급제","2015-12-10","Y","Y","03","37.508047083680644","127.11257694887557","02-425-2535","14 (송파동)","1171041691981104","서울특별시 송파구 백제고분로46길","3230000101200300725","2016-01-12 15:38:11.0","2016-01-12 15:38:11.0","","20030115864","Y"
"7214","17170","통영굴밥","3230000","송파구","101","일반음식점","10101","한식","김명숙","01","위생등급제","2015-12-10","Y","Y","03","37.50971250315276","127.1121948956802","02-2203-5566","438 지상1층 (송파동)","1171031230061104","서울특별시 송파구 백제고분로","3230000101200117170","2016-01-12 15:36:34.0","2016-01-12 15:36:34.0","","20010116048","Y"
"7213","11262","24시뼈다귀탕","3230000","송파구","101","일반음식점","10101","한식","서희종","01","위생등급제","2015-12-10","Y","Y","02","37.505303139015346","127.08376913763106","02-417-4686","154 (잠실동)","1171031230061101","서울특별시 송파구 백제고분로","3230000101199611262","2016-01-12 15:36:29.0","2016-01-12 15:36:29.0","","19960114354","Y"
"7212","00570","오장면옥","3230000","송파구","101","일반음식점","10101","한식","이정희","01","위생등급제","2015-12-10","Y","Y","02","37.49253810326927","127.12761569749122","02-409-3477","155 지상1층 (가락동)","1171030000341107","서울특별시 송파구 동남로","3230000101199900570","2016-01-12 15:35:26.0","2016-01-12 15:35:26.0","","19990114593","Y"
"7211","15396","김씨(C)네","3230000","송파구","101","일반음식점","10101","한식","최정희","01","위생등급제","2015-12-10","Y","Y","03","37.49462309901806","127.14475334331028","02-403-8592","17 (거여동)","1171031230031113","서울특별시 송파구 거마로","3230000101200015396","2016-01-12 15:34:47.0","2016-01-12 15:34:47.0","","20000115024","Y"
"7210","17847","황금소 거여점","3230000","송파구","101","일반음식점","10101","한식","김현숙","01","위생등급제","2015-12-10","Y","Y","02","37.49433493836158","127.14462161321309","02-408-1289","11 지상1층 (거여동)","1171031230031113","서울특별시 송파구 거마로","3230000101200217847","2016-01-12 15:34:05.0","2016-01-12 15:34:05.0","","20020115470","Y"
"7209","00043","대구왕뽈때기","3030000","성동구","101","일반음식점","10101","한식","오정훈","01","위생등급제","2015-12-10","Y","Y","02","37.54815444008972","127.01701508816134","02-2296-7111","4 지상1층 (금호동4가)","1120041095151112","서울특별시 성동구 장터2길","3030000101200700043","2016-01-12 15:31:39.0","2016-01-12 15:31:39.0","","20070036114","Y"
"7208","00137","항아리석갈비","3030000","성동구","101","일반음식점","10101","한식","박상균","01","위생등급제","2015-12-10","Y","Y","03","37.56398290406468","127.03467121766317","02-2281-3517","8 지하1층 (도선동 107)","1120041094401104","서울특별시 성동구 왕십리로24나길","3030000101200700137","2016-01-12 15:28:51.0","2016-01-12 15:28:51.0","","20070036337","Y"
"7207","00261","담쟁이","3030000","성동구","101","일반음식점","10101","한식","김혜영","01","위생등급제","2015-12-10","Y","Y","02","37.56300608087924","127.03515519585988","02-2282-5264","11-1 (도선동(1층))","1120041094301104","서울특별시 성동구 왕십리로20길","3030000101200400261","2016-01-12 15:28:15.0","2016-01-12 15:28:15.0","","20040036689","Y"
"7206","00208","마산아구찜","3030000","성동구","101","일반음식점","10101","한식","반순이","01","위생등급제","2015-12-10","Y","Y","03","37.565115317989445","127.03196881356452","","18 지상1층 (도선동 329-9)","1120041092521104","서울특별시 성동구 무학로6길","3030000101201200208","2016-01-12 15:26:40.0","2016-01-12 15:26:40.0","","20120036503","Y"
"7205","00068","삼대냉면","3030000","성동구","101","일반음식점","10101","한식","노남순","01","위생등급제","2015-12-10","Y","Y","03","37.56478014566966","127.04328288981277","000222947745"," 10-17 지상1층","","성동구 마장로40길","3030000101200800068","2016-01-12 15:24:59.0","2016-01-12 15:24:59.0","","20080036198","Y"
"7204","00047","마장동한우촌","3030000","성동구","101","일반음식점","10101","한식","한승호","01","위생등급제","2015-12-10","Y","Y","02","0","0","02-2281-9292","68 109~114호 (마장동)","1120041091801105","서울특별시 성동구 마장로35길","3030000101200700047","2016-01-12 15:24:04.0","2016-01-12 15:24:04.0","","20070036091","Y"
"7203","00087","참토우","3030000","성동구","101","일반음식점","10101","한식","우복희","01","위생등급제","2015-12-10","Y","Y","03","37.565157371361806","127.03611151386216","02-3437-9989","283 (홍익동)","1120030050301103","서울특별시 성동구 고산자로","3030000101201000087","2016-01-12 15:16:19.0","2016-01-12 15:16:19.0","","20100036266","Y"
"7202","00517","홍천한우","3210000","서초구","101","일반음식점","10101","한식","이희춘","01","위생등급제","2015-12-10","Y","Y","02","37.48696589005971","127.01400710790375","","47 (서초동2층일부3층일부)","1165041636471108","서울특별시 서초구 효령로55길","3210000101200700517","2016-01-12 15:14:55.0","2016-01-12 15:14:55.0","","20070099354","Y"
"7201","00480","효소원 순두부와 청국장 그리고 전","3210000","서초구","101","일반음식점","10101","한식","오경옥","01","위생등급제","2015-12-10","Y","Y","03","37.48102366493156","126.99917239336402","02-521-6750","12 1층 (방배동)","1165041636341101","서울특별시 서초구 효령로34길","3210000101201300480","2016-01-12 15:14:03.0","2016-01-12 15:14:03.0","","20130099324","Y"
"7200","00404","제이스 포(J&apos;s Pho)","3210000","서초구","101","일반음식점","10199","기타(일반음식점)","김주호","01","위생등급제","2015-12-10","Y","Y","03","37.464539618566235","127.02558235009212","","70 2층 202호 (우면동 우면프라자)","1165031210201103","서울특별시 서초구 태봉로","3210000101201300404","2016-01-12 15:12:35.0","2016-01-12 15:12:35.0","","20130099161","Y"
"7199","00023","감자꽃","3210000","서초구","101","일반음식점","10101","한식","남혜영","01","위생등급제","2015-12-10","Y","Y","02","37.496779625148044","127.01431653121017","","10 지하 1층 (서초동)","1165041637121108","서울특별시 서초구 서초중앙로28길","3210000101200400023","2016-01-12 15:10:33.0","2016-01-12 15:10:33.0","","20040098062","Y"
"7198","00192","옛날전통육개장 전문점 육대장 한방보쌈?전골","3210000","서초구","101","일반음식점","10101","한식","이진수","01","위생등급제","2015-12-10","Y","Y","02","37.4922783781632","127.01270996473619","02-6959-7889","18 1층 (서초동)","1165041634141108","서울특별시 서초구 서초대로50길","3210000101201500192","2016-01-12 15:09:27.0","2016-01-12 15:09:27.0","","20150098555","Y"
"7197","00549","크리스탈제이드 파미에스테이션","3210000","서초구","101","일반음식점","10102","중국식","김정완","01","위생등급제","2015-12-10","Y","Y","01","37.50449284378187","127.00784436615872","","205 1층 FP101호 (반포동 센트럴시티 파미에스테이션)","1165021210011107","서울특별시 서초구 사평대로","3210000101201400549","2016-01-12 15:08:37.0","2016-01-12 15:08:37.0","","20140099346","Y"
"7196","14598","램하우스 서초법원점","3210000","서초구","101","일반음식점","10101","한식","박종근","01","위생등급제","2015-12-10","Y","Y","02","37.49417052632251","127.01239818228467","","15 (서초동56 (202호))","1165041633011108","서울특별시 서초구 법원로2길","3210000101199914598","2016-01-12 15:08:03.0","2016-01-12 15:08:03.0","","19990100305","Y"
"7195","00116","둥구나무 사당점","3210000","서초구","101","일반음식점","10101","한식","박정희","01","위생등급제","2015-12-10","Y","Y","03","37.47701107485498","126.98247647963106","","5-1 (방배동 8층)","1165031210121101","서울특별시 서초구 방배천로","3210000101201300116","2016-01-12 15:07:29.0","2016-01-12 15:07:29.0","","20130098371","Y"
"7194","15747","리향","3210000","서초구","101","일반음식점","10102","중국식","유영대","01","위생등급제","2015-12-10","Y","Y","02","37.490602824168654","127.00927218708797","","15 1층2층 (서초동)","1165041632381108","서울특별시 서초구 반포대로28길","3210000101200115747","2016-01-12 15:06:15.0","2016-01-12 15:06:15.0","","20010098469","Y"
"7193","00217","든든한우家","3210000","서초구","101","일반음식점","10101","한식","이희춘","01","위생등급제","2015-12-10","Y","Y","02","0","0","02-586-4000","30 23층 (서초동)","1165041632271108","서울특별시 서초구 반포대로16길","3210000101201200217","2016-01-12 15:05:17.0","2016-01-12 15:05:17.0","","20120098536","Y"
"7192","13297","서울성모장례식장","3210000","서초구","101","일반음식점","10101","한식","염수정","01","위생등급제","2015-12-10","Y","Y","01","37.497807495526054","127.00584430075489","02-2258-5940","222 (반포동 강남성모병원 근조부)","1165021210031107","서울특별시 서초구 반포대로","3210000101199713297","2016-01-12 15:05:09.0","2016-01-12 15:05:09.0","","19970098712","Y"
"7191","00513","아름다운 땅","3210000","서초구","101","일반음식점","10101","한식","김동환","01","위생등급제","2015-12-10","Y","Y","01","37.49072187373619","127.0076439127093","02-6190-8319","121 13층 (서초동 사랑의교회)","1165021210031108","서울특별시 서초구 반포대로","3210000101201400513","2016-01-12 15:04:00.0","2016-01-12 15:04:00.0","","20140099249","Y"
"7190","00358","게스트로펍(Gastropub) 서래마을점","3210000","서초구","101","일반음식점","10103","경양식","정희돈","01","위생등급제","2015-12-10","Y","Y","01","37.492848163426736","126.99110295708881","","78 1층지하1층 (방배동)","1165031210041101","서울특별시 서초구 동광로","3210000101201200358","2016-01-12 15:03:05.0","2016-01-12 15:03:05.0","","20120098896","Y"
"7189","00355","챠이(Chai)797 서래마을점","3210000","서초구","101","일반음식점","10102","중국식","정희돈","01","위생등급제","2015-12-10","Y","Y","01","37.492848163426736","126.99110295708881","","78 2층3층 (방배동)","1165031210041101","서울특별시 서초구 동광로","3210000101201200355","2016-01-12 15:02:18.0","2016-01-12 15:02:18.0","","20120098893","Y"
